#,"Date Time, GMT+00:00",DOY,"Wetness, % (LGR S/N: 21432090, SEN S/N: 21367120)","Wind Direction, ø (LGR S/N: 21432090, SEN S/N: 21418008)","PAR, µmol/m²/s (LGR S/N: 21432090, SEN S/N: 21420546)","Temp, °C (LGR S/N: 21432090, SEN S/N: 21420856)","RH, % (LGR S/N: 21432090, SEN S/N: 21420856)","Wind Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)","Gust Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)",,
305,05/01/2023 13:20,5,5.88,249.9,1933.7,4.432,80.546,5.54,8.56,,
306,05/01/2023 13:25,5,5.29,249.9,1916.2,4.496,80.514,4.53,8.05,,
307,05/01/2023 13:30,5,5.29,242.9,1916.2,4.542,79.117,3.52,6.04,,
308,05/01/2023 13:35,5,5.29,245.7,1911.2,4.77,76.637,4.03,7.05,,
309,05/01/2023 13:40,5,5.29,249.9,1911.2,4.976,76.204,5.03,7.55,,
310,05/01/2023 13:45,5,5.88,249.9,1906.2,4.992,76.889,4.53,6.54,,
311,05/01/2023 13:50,5,5.29,254.1,1898.7,5.209,76.924,4.03,5.54,,
312,05/01/2023 13:55,5,5.29,258.3,1898.7,5.217,76.048,4.53,7.55,,
313,05/01/2023 14:00,5,4.71,256.9,1883.7,5.247,76.168,4.03,6.54,,
314,05/01/2023 14:05,5,5.29,252.7,1883.7,5.067,76.054,3.52,5.54,,
315,05/01/2023 14:10,5,5.29,255.5,1883.7,5.327,75.889,3.52,5.54,,
316,05/01/2023 14:15,5,5.29,249.9,1853.7,5.386,75.845,3.52,5.03,,
317,05/01/2023 14:20,5,5.29,263.9,1871.2,5.4,76.948,3.52,5.54,,
318,05/01/2023 14:25,5,5.29,263.9,1851.2,5.402,76.414,4.03,6.54,,
319,05/01/2023 14:30,5,5.29,261.1,1861.2,5.432,75.648,4.53,7.55,,
320,05/01/2023 14:35,5,5.29,271,1848.7,5.185,76.909,4.53,7.05,,
321,05/01/2023 14:40,5,5.29,262.5,1843.7,5.078,77.29,6.04,8.56,,
322,05/01/2023 14:45,5,5.29,259.7,1836.2,4.92,77.201,6.54,9.06,,
323,05/01/2023 14:50,5,5.29,259.7,1826.2,4.869,77.704,5.54,8.05,,
324,05/01/2023 14:55,5,5.29,259.7,1813.7,4.912,77.514,5.03,8.56,,
325,05/01/2023 15:00,5,5.29,263.9,1803.7,5.11,76.95,4.53,7.05,,
326,05/01/2023 15:05,5,5.29,265.3,1793.7,4.968,77.058,5.54,8.56,,
327,05/01/2023 15:10,5,5.29,261.1,1783.7,4.979,77.455,6.04,9.06,,
328,05/01/2023 15:15,5,5.29,262.5,1766.2,5.008,77.246,5.54,8.05,,
329,05/01/2023 15:20,5,5.29,265.3,1753.7,5.07,77.104,5.03,7.05,,
330,05/01/2023 15:25,5,5.29,259.7,1743.7,5.038,76.915,5.54,8.05,,
331,05/01/2023 15:30,5,5.29,261.1,1733.7,5.161,76.619,5.03,7.55,,
332,05/01/2023 15:35,5,5.29,266.7,1718.7,5.287,76.231,5.03,7.55,,
333,05/01/2023 15:40,5,5.29,265.3,1723.7,5.156,76.574,4.53,6.54,,
334,05/01/2023 15:45,5,5.29,268.1,1678.7,5.413,77.488,4.03,5.54,,
335,05/01/2023 15:50,5,5.29,262.5,1666.2,5.167,78.48,3.52,6.04,,
336,05/01/2023 15:55,5,5.29,265.3,1656.2,5.405,78.199,4.03,7.05,,
337,05/01/2023 16:00,5,5.29,263.9,1633.7,5.046,78.225,4.53,7.55,,
338,05/01/2023 16:05,5,5.29,263.9,1623.7,5.193,78.074,4.03,6.04,,
339,05/01/2023 16:10,5,5.29,262.5,1586.2,5.075,78.26,4.03,6.04,,
340,05/01/2023 16:15,5,5.29,258.3,1581.2,4.772,79.367,4.53,7.05,,
341,05/01/2023 16:20,5,5.88,256.9,1546.2,4.542,80.276,5.03,7.55,,
342,05/01/2023 16:25,5,5.29,261.1,1541.2,4.743,79.857,4.53,7.05,,
343,05/01/2023 16:30,5,5.29,258.3,1526.2,4.695,79.905,4.03,8.56,,
344,05/01/2023 16:35,5,5.29,261.1,1508.7,4.965,78.793,4.03,6.54,,
345,05/01/2023 16:40,5,5.29,258.3,1473.7,4.735,79.628,4.53,8.56,,
346,05/01/2023 16:45,5,5.29,262.5,1473.7,4.7,79.727,4.53,7.05,,
347,05/01/2023 16:50,5,5.29,263.9,1486.2,4.88,79.658,4.53,7.05,,
348,05/01/2023 16:55,5,5.29,266.7,1456.2,4.933,79.294,4.53,7.05,,
349,05/01/2023 17:00,5,5.29,263.9,1413.7,4.955,79.129,4.53,6.54,,
350,05/01/2023 17:05,5,5.29,252.7,1396.2,4.947,79.774,4.53,7.55,,
351,05/01/2023 17:10,5,5.29,256.9,1363.7,5.035,79.265,4.53,7.05,,
352,05/01/2023 17:15,5,6.47,261.1,841.2,4.711,79.232,5.03,7.05,,
353,05/01/2023 17:20,5,6.47,261.1,631.2,4.132,81.712,5.03,7.05,,
354,05/01/2023 17:25,5,6.47,263.9,536.2,3.992,82.272,4.53,7.05,,
355,05/01/2023 17:30,5,6.47,262.5,446.2,3.759,83.439,3.52,5.54,,
356,05/01/2023 17:35,5,6.47,261.1,483.7,3.478,85.208,4.03,5.54,,
357,05/01/2023 17:40,5,6.47,262.5,578.7,3.62,85.309,3.02,5.03,,
358,05/01/2023 17:45,5,6.47,261.1,541.2,3.759,85.301,2.01,4.53,,
359,05/01/2023 17:50,5,6.47,271,628.7,3.783,85.084,2.01,4.03,,
360,05/01/2023 17:55,5,6.47,259.7,603.7,3.901,84.875,2.01,4.03,,
361,05/01/2023 18:00,5,6.47,256.9,556.2,4.051,84.453,1.01,3.52,,
362,05/01/2023 18:05,5,5.88,53.3,726.2,4.486,83.137,0.5,2.01,,
363,05/01/2023 18:10,5,4.71,238.7,853.7,4.813,80.311,1.01,4.03,,
364,05/01/2023 18:15,5,5.29,255.5,778.7,4.826,79.428,0.5,2.52,,
365,05/01/2023 18:20,5,5.29,161.5,573.7,4.646,79.966,0.5,2.01,,
366,05/01/2023 18:25,5,3.53,160,1116.2,5.148,78.877,1.01,4.03,,
367,05/01/2023 18:30,5,3.53,123.5,1163.7,5.928,75.912,1.01,3.02,,
368,05/01/2023 18:35,5,3.53,143.2,826.2,5.794,75.993,1.01,3.02,,
369,05/01/2023 18:40,5,3.53,102.5,961.2,6.075,76.17,1.01,3.02,,
370,05/01/2023 18:45,5,3.53,127.8,938.7,6.333,74.714,1.01,2.52,,
371,05/01/2023 18:50,5,4.71,153,473.7,5.37,77.578,1.01,3.02,,
372,05/01/2023 18:55,5,4.71,143.2,518.7,4.732,80.838,0.5,2.52,,
373,05/01/2023 19:00,5,4.71,153,518.7,4.496,81.99,1.01,3.02,,
374,05/01/2023 19:05,5,4.71,153,506.2,4.464,82.591,1.01,3.02,,
375,05/01/2023 19:10,5,4.71,153,568.7,4.314,83.47,0.5,2.01,,
376,05/01/2023 19:15,5,4.71,110.9,511.2,4.606,82.382,0.5,1.51,,
377,05/01/2023 19:20,5,4.71,112.3,461.2,4.413,82.812,0.5,1.51,,
378,05/01/2023 19:25,5,4.12,157.2,608.7,4.55,82.29,0.5,2.01,,
379,05/01/2023 19:30,5,4.71,165.7,443.7,4.555,81.994,0.5,1.51,,
380,05/01/2023 19:35,5,4.71,164.3,428.7,4.276,83.226,0.5,2.52,,
381,05/01/2023 19:40,5,4.71,155.8,458.7,4.228,83.943,0.5,2.01,,
382,05/01/2023 19:45,5,4.71,169.9,446.2,4.18,84.057,1.01,3.02,,
383,05/01/2023 19:50,5,4.71,157.2,473.7,3.939,84.855,2.01,3.52,,
384,05/01/2023 19:55,5,4.71,165.7,588.7,4.177,84.811,1.51,3.02,,
385,05/01/2023 20:00,5,4.71,165.7,448.7,3.939,85.167,1.51,3.02,,
386,05/01/2023 20:05,5,4.71,146,328.7,3.673,86.093,1.51,3.02,,
387,05/01/2023 20:10,5,4.71,158.6,421.2,3.633,86.812,2.01,3.02,,
388,05/01/2023 20:15,5,4.71,157.2,456.2,3.807,86.094,2.01,4.03,,
389,05/01/2023 20:20,5,4.71,127.8,393.7,3.813,85.965,1.51,3.52,,
390,05/01/2023 20:25,5,4.71,134.8,376.2,3.805,85.705,1.51,4.03,,
391,05/01/2023 20:30,5,4.71,129.2,401.2,3.89,85.351,1.51,3.52,,
392,05/01/2023 20:35,5,4.71,146,358.7,3.762,85.336,1.51,4.03,,
393,05/01/2023 20:40,5,4.71,144.6,258.7,3.545,86.304,1.51,4.53,,
394,05/01/2023 20:45,5,4.71,155.8,263.7,3.333,87.166,1.51,5.03,,
395,05/01/2023 20:50,5,4.71,147.4,218.7,3.126,88.086,1.51,4.53,,
396,05/01/2023 20:55,5,4.71,140.4,256.2,3.137,88.167,1.51,3.52,,
397,05/01/2023 21:00,5,4.71,136.2,228.7,2.829,89.363,1.51,3.02,,
398,05/01/2023 21:05,5,4.71,136.2,173.7,2.606,90.913,1.51,4.03,,
399,05/01/2023 21:10,5,4.71,141.8,156.2,2.545,91.456,1.51,3.52,,
400,05/01/2023 21:15,5,5.29,160,138.7,2.384,92.004,1.51,3.52,,
401,05/01/2023 21:20,5,5.29,160,126.2,2.333,92.563,1.51,3.52,,
402,05/01/2023 21:25,5,5.29,162.9,116.2,2.284,92.885,2.01,3.02,,
403,05/01/2023 21:30,5,5.29,116.5,106.2,2.239,93.191,1.01,3.02,,
404,05/01/2023 21:35,5,5.88,14,83.7,2.038,94.083,3.02,5.54,,
405,05/01/2023 21:40,5,6.47,44.9,71.2,2.027,94.961,1.51,4.03,,
406,05/01/2023 21:45,5,6.47,25.3,63.7,2.116,94.687,3.02,6.54,,
407,05/01/2023 21:50,5,5.88,2.8,43.7,2.003,95.013,4.53,6.04,,
408,05/01/2023 21:55,5,5.88,5.6,36.2,1.882,95.706,5.03,7.55,,
409,05/01/2023 22:00,5,7.06,14,41.2,1.85,95.918,5.03,7.05,,
410,05/01/2023 22:05,5,7.65,43.5,41.2,1.783,96.101,2.52,6.04,,
411,05/01/2023 22:10,5,8.24,96.9,31.2,1.762,96.065,2.01,4.53,,
412,05/01/2023 22:15,5,8.82,32.3,26.2,1.697,96.48,3.02,7.05,,
413,05/01/2023 22:20,5,8.82,18.3,21.2,1.727,96.573,4.53,7.55,,
414,05/01/2023 22:25,5,9.41,9.8,21.2,1.767,96.718,5.03,7.05,,
415,05/01/2023 22:30,5,10,14,18.7,1.767,96.352,4.53,6.54,,
416,05/01/2023 22:35,5,9.41,51.9,13.7,1.885,94.189,2.01,6.04,,
417,05/01/2023 22:40,5,9.41,9.8,11.2,1.941,94.189,5.54,8.05,,
418,05/01/2023 22:45,5,9.41,2.8,8.7,1.85,95.416,6.54,8.05,,
419,05/01/2023 22:50,5,9.41,4.2,6.2,1.831,95.64,5.54,7.05,,
420,05/01/2023 22:55,5,9.41,2.8,3.7,1.735,95.801,6.04,7.05,,
421,05/01/2023 23:00,5,9.41,2.8,3.7,1.727,96.236,6.54,7.55,,
422,05/01/2023 23:05,5,9.41,1.4,1.2,1.732,96.263,6.04,7.55,,
423,05/01/2023 23:10,5,9.41,7,1.2,1.558,96.658,4.03,6.04,,
424,05/01/2023 23:15,5,9.41,1.4,1.2,1.51,97.028,5.03,7.55,,
425,05/01/2023 23:20,5,9.41,1.4,1.2,1.488,97.295,7.05,8.56,,
426,05/01/2023 23:25,5,9.41,7,1.2,1.512,97.382,6.54,9.06,,
427,05/01/2023 23:30,5,9.41,8.4,1.2,1.614,97.36,7.05,9.56,,
428,05/01/2023 23:35,5,9.41,9.8,1.2,1.644,97.029,7.05,10.07,,
429,05/01/2023 23:40,5,9.41,14,1.2,1.646,96.843,6.54,10.07,,
430,05/01/2023 23:45,5,9.41,9.8,1.2,1.646,96.664,7.05,10.07,,
431,05/01/2023 23:50,5,9.41,14,1.2,1.681,96.515,6.54,10.57,,
432,05/01/2023 23:55,5,10,21.1,1.2,1.716,96.094,5.54,10.07,,
433,06/01/2023 00:00,6,10,12.6,1.2,1.751,95.697,6.54,10.07,,
434,06/01/2023 00:05,6,10,15.4,1.2,1.764,95.219,6.04,9.56,,
435,06/01/2023 00:10,6,10,14,1.2,1.818,94.118,6.54,10.07,,
436,06/01/2023 00:15,6,10,15.4,1.2,1.845,93.848,6.04,9.56,,
437,06/01/2023 00:20,6,10,15.4,1.2,1.856,93.463,6.04,9.56,,
438,06/01/2023 00:25,6,10,11.2,1.2,1.931,92.712,7.05,9.56,,
439,06/01/2023 00:30,6,10,16.8,1.2,2,91.781,6.04,10.07,,
440,06/01/2023 00:35,6,9.41,9.8,1.2,2.057,89.802,6.54,10.57,,
441,06/01/2023 00:40,6,9.41,12.6,1.2,2.217,87.518,8.05,12.08,,
442,06/01/2023 00:45,6,9.41,21.1,1.2,2.242,87.109,6.04,11.58,,
443,06/01/2023 00:50,6,9.41,14,1.2,2.142,88.347,7.55,12.08,,
444,06/01/2023 00:55,6,9.41,8.4,1.2,2.051,89.334,8.56,11.58,,
445,06/01/2023 01:00,6,9.41,2.8,1.2,1.99,89.751,9.56,11.58,,
446,06/01/2023 01:05,6,9.41,4.2,1.2,1.984,89.761,9.56,11.58,,
447,06/01/2023 01:10,6,9.41,1.4,1.2,2.008,88.531,9.56,13.09,,
448,06/01/2023 01:15,6,9.41,4.2,1.2,2.022,88.548,10.07,13.09,,
449,06/01/2023 01:20,6,9.41,2.8,1.2,1.949,89.381,9.06,12.08,,
450,06/01/2023 01:25,6,9.41,5.6,1.2,1.727,91.785,7.55,12.08,,
451,06/01/2023 01:30,6,9.41,0,1.2,1.78,91.989,8.05,11.07,,
452,06/01/2023 01:35,6,9.41,2.8,1.2,1.821,91.707,8.56,12.58,,
453,06/01/2023 01:40,6,9.41,4.2,1.2,1.856,91.293,9.56,12.58,,
454,06/01/2023 01:45,6,9.41,1.4,1.2,1.839,91.73,9.56,13.09,,
455,06/01/2023 01:50,6,9.41,2.8,1.2,1.78,92.393,8.56,12.08,,
456,06/01/2023 01:55,6,9.41,2.8,1.2,1.762,92.804,9.06,12.08,,
457,06/01/2023 02:00,6,9.41,1.4,1.2,1.783,92.667,9.06,12.08,,
458,06/01/2023 02:05,6,9.41,4.2,1.2,1.834,92.155,10.07,13.09,,
459,06/01/2023 02:10,6,9.41,1.4,1.2,1.874,91.742,9.56,12.58,,
460,06/01/2023 02:15,6,9.41,4.2,1.2,1.925,91.453,10.07,14.09,,
461,06/01/2023 02:20,6,10,4.2,1.2,1.957,91.26,10.07,13.59,,
462,06/01/2023 02:25,6,9.41,2.8,1.2,2.024,90.695,11.07,14.09,,
463,06/01/2023 02:30,6,10,2.8,1.2,2.035,90.802,10.57,13.59,,
464,06/01/2023 02:35,6,14.71,1.4,1.2,1.963,91.586,8.56,13.09,,
465,06/01/2023 02:40,6,21.76,2.8,1.2,1.807,92.782,9.06,12.58,,
466,06/01/2023 02:45,6,29.41,9.8,1.2,1.754,94.086,7.05,11.07,,
467,06/01/2023 02:50,6,33.53,15.4,1.2,1.689,94.946,6.04,10.07,,
468,06/01/2023 02:55,6,29.41,14,1.2,1.644,95.392,6.04,11.07,,
469,06/01/2023 03:00,6,29.41,19.7,1.2,1.671,95.618,6.04,11.58,,
470,06/01/2023 03:05,6,27.65,18.3,1.2,1.679,95.807,6.54,11.58,,
471,06/01/2023 03:10,6,24.12,11.2,1.2,1.679,95.99,7.05,12.08,,
472,06/01/2023 03:15,6,22.94,7,1.2,1.695,96.64,8.56,14.09,,
473,06/01/2023 03:20,6,21.76,9.8,1.2,1.727,97.237,8.05,13.59,,
474,06/01/2023 03:25,6,27.06,9.8,1.2,1.743,97.372,7.55,12.08,,
475,06/01/2023 03:30,6,22.94,7,1.2,1.711,97.43,7.55,14.09,,
476,06/01/2023 03:35,6,21.76,9.8,1.2,1.657,97.577,7.55,13.09,,
477,06/01/2023 03:40,6,21.76,8.4,1.2,1.673,98.273,9.06,13.59,,
478,06/01/2023 03:45,6,20,11.2,1.2,1.735,98.52,8.56,15.6,,
479,06/01/2023 03:50,6,21.18,1.4,1.2,1.794,98.584,10.57,15.1,,
480,06/01/2023 03:55,6,19.41,4.2,1.2,1.842,98.697,10.07,15.1,,
481,06/01/2023 04:00,6,20.59,4.2,1.2,1.893,98.755,10.57,17.11,,
482,06/01/2023 04:05,6,24.12,5.6,1.2,1.882,98.827,10.07,15.6,,
483,06/01/2023 04:10,6,21.18,7,1.2,1.928,98.914,11.07,17.11,,
484,06/01/2023 04:15,6,23.53,5.6,1.2,1.995,98.886,11.58,18.12,,
485,06/01/2023 04:20,6,19.41,4.2,1.2,2.008,98.981,10.57,17.11,,
486,06/01/2023 04:25,6,20,2.8,3.7,2.054,99.039,12.58,17.61,,
487,06/01/2023 04:30,6,18.82,5.6,3.7,2.116,99.084,11.07,16.61,,
488,06/01/2023 04:35,6,20,5.6,3.7,2.118,99.091,12.08,19.63,,
489,06/01/2023 04:40,6,16.47,5.6,3.7,2.177,99.199,12.08,18.62,,
490,06/01/2023 04:45,6,20.59,5.6,3.7,2.236,99.173,13.09,18.12,,
491,06/01/2023 04:50,6,20.59,2.8,6.2,2.274,99.141,15.1,20.13,,
492,06/01/2023 04:55,6,21.76,355.2,6.2,2.295,99.205,15.1,19.63,,
493,06/01/2023 05:00,6,20.59,2.8,6.2,2.29,99.306,14.59,20.13,,
494,06/01/2023 05:05,6,17.65,2.8,8.7,2.322,99.295,15.6,20.13,,
495,06/01/2023 05:10,6,18.24,2.8,8.7,2.365,99.272,15.6,19.63,,
496,06/01/2023 05:15,6,15.88,5.6,8.7,2.33,99.01,15.1,18.62,,
497,06/01/2023 05:20,6,14.12,5.6,16.2,2.402,98.734,16.1,19.63,,
498,06/01/2023 05:25,6,14.12,4.2,26.2,2.44,98.711,15.6,19.12,,
499,06/01/2023 05:30,6,12.35,7,26.2,2.571,98.859,15.6,20.13,,
500,06/01/2023 05:35,6,12.94,12.6,56.2,2.604,99.06,13.09,20.63,,
501,06/01/2023 05:40,6,15.88,16.8,53.7,2.59,99.342,12.58,20.13,,
502,06/01/2023 05:45,6,17.65,12.6,38.7,2.563,99.438,12.58,19.12,,
503,06/01/2023 05:50,6,18.24,14,41.2,2.574,99.515,12.08,18.62,,
504,06/01/2023 05:55,6,18.82,18.3,38.7,2.622,99.535,10.57,17.11,,
505,06/01/2023 06:00,6,17.06,12.6,41.2,2.654,99.4,11.58,19.12,,
506,06/01/2023 06:05,6,17.65,19.7,53.7,2.625,99.304,10.07,17.11,,
507,06/01/2023 06:10,6,18.82,26.7,48.7,2.7,99.295,7.05,15.1,,
508,06/01/2023 06:15,6,21.18,39.3,38.7,2.829,99.315,7.55,16.61,,
509,06/01/2023 06:20,6,21.76,32.3,33.7,2.957,99.156,8.05,17.61,,
510,06/01/2023 06:25,6,23.53,39.3,38.7,2.885,99.059,7.55,16.61,,
511,06/01/2023 06:30,6,24.12,32.3,33.7,2.872,98.997,6.54,14.59,,
512,06/01/2023 06:35,6,28.82,71.6,41.2,2.906,99.075,5.54,13.09,,
513,06/01/2023 06:40,6,25.88,77.2,41.2,3.035,99.066,5.54,13.59,,
514,06/01/2023 06:45,6,16.47,64.6,43.7,3.108,98.694,6.04,10.57,,
515,06/01/2023 06:50,6,18.24,82.8,48.7,3.081,98.509,5.03,8.05,,
516,06/01/2023 06:55,6,18.24,80,58.7,2.965,98.605,4.53,10.07,,
517,06/01/2023 07:00,6,18.24,112.3,83.7,2.949,98.854,4.03,7.05,,
518,06/01/2023 07:05,6,18.82,88.4,58.7,2.909,98.993,4.53,9.06,,
519,06/01/2023 07:10,6,20,103.9,33.7,2.925,99.191,4.03,9.06,,
520,06/01/2023 07:15,6,21.18,82.8,68.7,2.941,99.258,4.03,7.05,,
521,06/01/2023 07:20,6,22.94,96.9,93.7,2.92,99.295,4.03,8.05,,
522,06/01/2023 07:25,6,25.29,88.4,106.2,2.906,99.487,4.03,8.05,,
523,06/01/2023 07:30,6,26.47,115.1,103.7,2.928,99.506,4.03,8.05,,
524,06/01/2023 07:35,6,39.41,148.8,98.7,2.829,99.568,4.03,7.55,,
525,06/01/2023 07:40,6,47.65,101.1,98.7,2.754,99.609,3.52,5.54,,
526,06/01/2023 07:45,6,48.24,127.8,126.2,2.713,99.727,3.02,5.54,,
527,06/01/2023 07:50,6,48.82,136.2,223.7,2.856,99.895,4.03,7.05,,
528,06/01/2023 07:55,6,48.24,157.2,373.7,3.175,99.867,5.03,7.55,,
529,06/01/2023 08:00,6,47.65,165.7,238.7,3.18,99.715,5.03,7.55,,
530,06/01/2023 08:05,6,46.47,164.3,273.7,3.113,99.739,4.53,7.05,,
531,06/01/2023 08:10,6,42.94,155.8,341.2,3.108,99.745,3.52,6.54,,
532,06/01/2023 08:15,6,38.24,150.2,356.2,3.164,99.701,3.52,5.54,,
533,06/01/2023 08:20,6,36.47,151.6,286.2,3.156,99.751,3.52,6.04,,
534,06/01/2023 08:25,6,34.71,141.8,483.7,3.295,99.771,3.52,6.04,,
535,06/01/2023 08:30,6,33.53,150.2,571.2,3.378,99.631,3.52,7.55,,
536,06/01/2023 08:35,6,33.53,161.5,503.7,3.314,99.542,3.52,6.04,,
537,06/01/2023 08:40,6,33.53,160,491.2,3.191,99.67,3.52,6.04,,
538,06/01/2023 08:45,6,32.94,157.2,648.7,3.314,99.677,3.52,5.54,,
539,06/01/2023 08:50,6,32.35,168.5,731.2,3.378,99.582,3.52,7.55,,
540,06/01/2023 08:55,6,31.76,144.6,1011.2,3.587,99.503,4.03,8.56,,
541,06/01/2023 09:00,6,31.18,157.2,966.2,3.719,99.133,3.52,6.54,,
542,06/01/2023 09:05,6,30.59,150.2,778.7,3.687,99.078,3.52,5.54,,
543,06/01/2023 09:10,6,30,151.6,921.2,3.641,98.842,3.52,6.54,,
544,06/01/2023 09:15,6,30,151.6,1158.7,3.904,98.015,4.03,6.54,,
545,06/01/2023 09:20,6,30,151.6,978.7,3.915,97.379,3.52,7.55,,
546,06/01/2023 09:25,6,29.41,144.6,1238.7,4.049,96.535,3.52,5.54,,
547,06/01/2023 09:30,6,28.82,147.4,1231.2,4.145,95.494,4.03,8.05,,
548,06/01/2023 09:35,6,28.24,147.4,1211.2,4.207,94.784,4.03,7.55,,
549,06/01/2023 09:40,6,28.82,148.8,1073.7,4.116,94.411,3.52,7.05,,
550,06/01/2023 09:45,6,28.24,143.2,1113.7,4.164,94.017,3.52,6.04,,
551,06/01/2023 09:50,6,28.24,157.2,1163.7,4.113,93.657,4.03,7.05,,
552,06/01/2023 09:55,6,28.24,146,1158.7,4.183,93.256,3.52,7.05,,
553,06/01/2023 10:00,6,28.24,146,1108.7,4.126,93.014,4.03,6.04,,
554,06/01/2023 10:05,6,28.24,154.4,1253.7,4.226,92.729,3.52,6.54,,
555,06/01/2023 10:10,6,28.24,150.2,1281.2,4.215,92.465,4.03,8.05,,
556,06/01/2023 10:15,6,28.24,153,1508.7,4.405,91.669,4.03,7.55,,
557,06/01/2023 10:20,6,28.24,160,1513.7,4.453,91.244,4.03,7.55,,
558,06/01/2023 10:25,6,28.24,150.2,1518.7,4.612,90.759,4.03,7.05,,
559,06/01/2023 10:30,6,28.24,151.6,1536.2,4.708,90.347,3.52,8.05,,
560,06/01/2023 10:35,6,28.24,151.6,1548.7,4.738,90.077,3.52,8.05,,
561,06/01/2023 10:40,6,27.65,143.2,1566.2,4.713,89.699,3.52,6.54,,
562,06/01/2023 10:45,6,27.65,150.2,1583.7,4.748,89.709,3.52,8.56,,
563,06/01/2023 10:50,6,27.65,151.6,1601.2,4.7,89.024,4.03,7.05,,
564,06/01/2023 10:55,6,27.65,157.2,1606.2,4.727,89.406,3.52,7.55,,
565,06/01/2023 11:00,6,27.65,158.6,1621.2,4.724,89.023,4.03,8.56,,
566,06/01/2023 11:05,6,27.65,148.8,1638.7,4.577,89.375,3.52,7.55,,
567,06/01/2023 11:10,6,27.65,165.7,1653.7,4.7,89.355,3.52,6.04,,
568,06/01/2023 11:15,6,27.65,147.4,1668.7,4.687,88.931,3.52,6.04,,
569,06/01/2023 11:20,6,27.06,151.6,1686.2,4.805,88.949,3.52,6.04,,
570,06/01/2023 11:25,6,27.06,151.6,1701.2,4.917,88.415,3.52,6.54,,
571,06/01/2023 11:30,6,27.06,154.4,1708.7,4.896,88.278,3.52,6.04,,
572,06/01/2023 11:35,6,27.06,157.2,1728.7,4.955,88.232,3.52,5.54,,
573,06/01/2023 11:40,6,27.06,158.6,1736.2,4.901,88.254,3.52,6.54,,
574,06/01/2023 11:45,6,26.47,136.2,1748.7,4.861,87.851,3.52,7.05,,
575,06/01/2023 11:50,6,27.06,161.5,1761.2,4.957,88.226,3.52,6.54,,
576,06/01/2023 11:55,6,26.47,147.4,1773.7,4.963,87.79,3.52,6.54,,
577,06/01/2023 12:00,6,26.47,146,1786.2,4.992,87.842,3.52,5.54,,
578,06/01/2023 12:05,6,26.47,151.6,1793.7,5.18,86.96,3.52,7.55,,
579,06/01/2023 12:10,6,26.47,155.8,1803.7,5.078,87.039,3.52,5.54,,
580,06/01/2023 12:15,6,25.88,151.6,1808.7,5.279,86.65,3.52,6.54,,
581,06/01/2023 12:20,6,25.88,161.5,1818.7,5.421,85.751,3.52,6.04,,
582,06/01/2023 12:25,6,25.88,153,1811.2,5.376,85.652,4.03,6.54,,
583,06/01/2023 12:30,6,25.88,164.3,1793.7,5.362,85.948,4.03,6.54,,
584,06/01/2023 12:35,6,25.88,151.6,1821.2,5.271,85.779,4.03,7.05,,
585,06/01/2023 12:40,6,25.88,157.2,1853.7,5.298,85.924,3.52,6.54,,
586,06/01/2023 12:45,6,25.29,140.4,1853.7,5.445,85.113,3.52,6.04,,
587,06/01/2023 12:50,6,24.71,141.8,1851.2,5.877,83.467,3.52,6.54,,
588,06/01/2023 12:55,6,24.12,134.8,1853.7,6.242,81.999,4.03,6.54,,
589,06/01/2023 13:00,6,24.12,133.4,1866.2,6.226,81.772,4.03,8.05,,
590,06/01/2023 13:05,6,24.12,147.4,1871.2,6.306,81.419,4.03,7.05,,
591,06/01/2023 13:10,6,23.53,136.2,1866.2,6.392,80.539,4.03,9.06,,
592,06/01/2023 13:15,6,23.53,137.6,1861.2,6.236,81.437,4.03,7.05,,
593,06/01/2023 13:20,6,23.53,124.9,1873.7,6.346,80.482,4.53,9.56,,
594,06/01/2023 13:25,6,23.53,150.2,1876.2,6.467,79.693,4.53,9.06,,
595,06/01/2023 13:30,6,22.94,147.4,1876.2,6.767,78.546,4.53,11.07,,
596,06/01/2023 13:35,6,22.94,136.2,1878.7,6.96,77.671,5.03,11.58,,
597,06/01/2023 13:40,6,22.94,164.3,1871.2,6.815,77.92,5.03,13.09,,
598,06/01/2023 13:45,6,22.94,146,1866.2,6.676,78.766,3.52,6.54,,
599,06/01/2023 13:50,6,23.53,161.5,1856.2,6.36,79.762,4.03,10.07,,
600,06/01/2023 13:55,6,22.94,141.8,1853.7,6.105,80.76,4.03,8.56,,
601,06/01/2023 14:00,6,22.94,141.8,1848.7,6.314,79.742,4.03,7.05,,
602,06/01/2023 14:05,6,22.35,157.2,1843.7,6.177,80.32,4.03,8.05,,
603,06/01/2023 14:10,6,22.35,133.4,1848.7,6.223,79.953,4.03,7.55,,
604,06/01/2023 14:15,6,22.94,144.6,1838.7,6.421,79.689,4.03,7.55,,
605,06/01/2023 14:20,6,22.94,151.6,1838.7,6.512,78.593,4.53,10.57,,
606,06/01/2023 14:25,6,22.35,150.2,1833.7,6.226,79.603,4.53,9.56,,
607,06/01/2023 14:30,6,22.94,153,1826.2,6.073,80.394,4.03,7.05,,
608,06/01/2023 14:35,6,22.35,151.6,1816.2,5.783,81.212,4.03,7.05,,
609,06/01/2023 14:40,6,22.94,157.2,1803.7,5.593,82.121,4.03,7.05,,
